Date,Open,High,Low,Close,Volume
29-Nov-16,78.39,79.16,78.39,78.92,14144062
28-Nov-16,78.18,78.87,78.02,78.32,13007242
25-Nov-16,79.10,79.45,78.47,78.83,6185719
23-Nov-16,78.87,79.24,77.89,78.86,13401387
22-Nov-16,78.34,78.56,77.76,78.53,14410100
21-Nov-16,78.00,78.17,77.29,78.05,11983529
18-Nov-16,77.96,78.42,77.55,77.71,19769965
17-Nov-16,77.93,78.46,77.60,78.02,19226190
16-Nov-16,78.22,78.35,76.88,77.40,26054926
15-Nov-16,78.37,79.41,77.78,79.36,28126307
14-Nov-16,77.25,80.44,77.25,79.51,46130653
11-Nov-16,76.30,76.72,75.77,76.69,27574323
10-Nov-16,74.22,77.25,74.22,76.65,56192320
9-Nov-16,71.46,74.15,71.32,73.25,50948378
8-Nov-16,69.70,70.54,69.24,70.03,17531748
7-Nov-16,69.08,69.97,69.00,69.88,16515137
4-Nov-16,68.49,68.56,67.64,67.76,13571306
3-Nov-16,68.86,69.19,68.22,68.38,10369670
2-Nov-16,68.65,68.85,68.01,68.68,12449788
1-Nov-16,69.48,69.78,68.33,68.97,15564491
31-Oct-16,69.43,69.58,69.23,69.26,14336299
28-Oct-16,69.53,69.55,68.46,69.11,12766498
27-Oct-16,69.49,69.77,69.10,69.23,14210699
26-Oct-16,68.37,69.25,68.37,69.13,9801266
25-Oct-16,68.88,68.93,68.38,68.80,9945050
24-Oct-16,68.97,69.05,68.50,68.87,10197123
21-Oct-16,67.81,68.53,67.70,68.49,12175674
20-Oct-16,68.08,68.68,67.94,68.26,14122005
19-Oct-16,67.81,68.50,67.81,68.35,12705774
18-Oct-16,67.85,68.21,67.54,67.70,11870286
17-Oct-16,67.42,67.79,66.74,67.17,14963411
14-Oct-16,68.80,69.03,67.30,67.52,24163776
13-Oct-16,67.46,67.87,66.82,67.74,17890046
12-Oct-16,68.26,68.59,68.05,68.13,11899831
11-Oct-16,68.50,68.82,67.93,68.31,15657104
10-Oct-16,68.34,69.06,68.23,68.64,13027466
7-Oct-16,67.79,68.18,67.40,68.11,18497019
6-Oct-16,67.73,67.97,67.05,67.87,17484978
